date,adr,room_type,num_rooms,location,month
2023-06-26,112,single,2,Copenhagen,6
2023-06-26,212,single,5,New York,6
2023-06-26,285,double,3,New York,6
2023-06-26,341,double,1,New York,6
2023-06-26,184,single,5,Copenhagen,6
2023-06-26,431,double,5,New York,6
2023-06-26,395,double,3,New York,6
2023-06-26,424,suite,2,Copenhagen,6
2023-06-26,116,single,5,Berlin,6
2023-06-26,285,single,5,New York,6
2023-06-26,322,double,2,New York,6
2023-06-26,475,double,4,New York,6
2023-06-27,293,double,1,New York,6
2023-06-27,165,single,4,Copenhagen,6
2023-06-27,334,suite,2,Berlin,6
2023-06-27,284,double,1,New York,6
2023-06-27,177,double,4,Copenhagen,6
2023-06-27,202,single,4,Copenhagen,6
2023-06-27,123,single,3,Copenhagen,6
2023-06-27,273,single,4,New York,6
2023-06-27,52,single,2,Berlin,6
2023-06-27,304,double,2,New York,6
2023-06-27,61,single,4,Berlin,6
2023-06-27,191,single,4,Copenhagen,6
2023-06-27,279,single,3,New York,6
2023-06-27,460,double,4,New York,6
2023-06-27,188,double,3,Copenhagen,6
2023-06-27,177,single,4,Copenhagen,6
2023-06-27,90,single,4,Berlin,6
2023-06-27,285,double,3,Copenhagen,6
2023-06-27,299,single,3,New York,6
2023-06-27,218,double,4,Copenhagen,6
2023-06-28,298,double,3,New York,6
2023-06-28,190,single,1,New York,6
2023-06-28,144,single,4,Copenhagen,6
2023-06-28,241,double,2,Copenhagen,6
2023-06-28,682,suite,4,New York,6
2023-06-28,115,single,4,Berlin,6
2023-06-28,79,single,2,Berlin,6
2023-06-28,156,single,3,Copenhagen,6
2023-06-28,479,suite,2,New York,6
2023-06-28,611,suite,4,New York,6
2023-06-28,138,single,2,Copenhagen,6
2023-06-28,332,single,5,New York,6
2023-06-28,388,double,5,New York,6
2023-06-28,97,double,1,Berlin,6
2023-06-28,171,double,2,Copenhagen,6
2023-06-28,71,single,3,Berlin,6
2023-06-28,469,double,1,New York,6
2023-06-28,251,single,2,New York,6
2023-06-28,159,double,2,Copenhagen,6
2023-06-28,300,double,1,Copenhagen,6
2023-06-29,62,single,3,Berlin,6
2023-06-29,102,single,3,Berlin,6
2023-06-29,275,double,4,Copenhagen,6
2023-06-29,176,double,2,Copenhagen,6
2023-06-29,356,double,2,New York,6
2023-06-29,258,single,1,New York,6
2023-06-29,148,single,5,Copenhagen,6
2023-06-29,291,double,5,Copenhagen,6
2023-06-29,219,single,5,New York,6
2023-06-29,225,double,2,Copenhagen,6
2023-06-29,307,suite,1,Copenhagen,6
2023-06-29,143,single,4,Copenhagen,6
2023-06-29,51,single,5,Berlin,6
2023-06-29,438,suite,3,Copenhagen,6
2023-06-29,383,double,2,New York,6
2023-06-29,169,double,3,Berlin,6
2023-06-29,451,double,5,New York,6
2023-06-29,61,single,3,Berlin,6
2023-06-29,277,suite,3,Copenhagen,6
2023-06-29,339,double,1,New York,6
2023-06-30,199,single,5,Copenhagen,6
2023-06-30,97,single,1,Berlin,6
2023-06-30,125,single,4,Berlin,6
2023-06-30,181,single,1,Copenhagen,6
2023-06-30,331,double,4,New York,6
2023-06-30,253,single,3,New York,6
2023-06-30,144,single,4,Copenhagen,6
2023-06-30,60,single,3,Berlin,6
2023-06-30,425,double,1,New York,6
2023-06-30,332,single,1,New York,6
2023-06-30,303,double,2,Copenhagen,6
2023-06-30,512,suite,4,Copenhagen,6
2023-06-30,238,double,3,Copenhagen,6
2023-06-30,368,double,3,New York,6
2023-06-30,64,single,3,Berlin,6
2023-06-30,278,single,5,New York,6
2023-06-30,304,suite,3,Copenhagen,6
2023-06-30,418,double,1,New York,6
2023-06-30,509,suite,5,New York,6
2023-06-30,159,single,3,Copenhagen,6
2023-07-01,236,single,5,New York,7
2023-07-01,273,single,1,New York,7
2023-07-01,417,suite,3,New York,7
2023-07-01,330,single,2,New York,7
2023-07-01,395,suite,4,New York,7
2023-07-01,84,single,2,Berlin,7
2023-07-01,609,suite,1,New York,7
2023-07-01,241,single,1,New York,7
2023-07-01,432,double,5,New York,7
2023-07-01,329,double,5,New York,7
2023-07-01,351,single,4,New York,7
2023-07-01,77,single,5,Berlin,7
2023-07-01,431,suite,1,Copenhagen,7
2023-07-01,256,double,4,New York,7
2023-07-01,237,single,1,New York,7
2023-07-01,422,double,3,New York,7
2023-07-01,247,double,5,Copenhagen,7
2023-07-01,308,double,4,Copenhagen,7
2023-07-01,247,double,5,Copenhagen,7
2023-07-01,458,double,4,New York,7
2023-07-02,593,suite,5,New York,7
2023-07-02,327,single,5,New York,7
2023-07-02,394,suite,5,Copenhagen,7
2023-07-02,177,double,2,Berlin,7
2023-07-02,156,single,4,Copenhagen,7
2023-07-02,341,single,4,New York,7
2023-07-02,337,double,1,New York,7
2023-07-02,290,single,4,New York,7
2023-07-02,257,single,2,New York,7
2023-07-02,207,single,1,Copenhagen,7
2023-07-02,132,single,2,Copenhagen,7
2023-07-02,54,single,1,Berlin,7
2023-07-02,396,double,5,New York,7
2023-07-02,311,single,4,New York,7
2023-07-02,440,double,2,New York,7
2023-07-02,190,single,2,New York,7
2023-07-02,473,suite,4,New York,7
2023-07-02,223,single,2,New York,7
2023-07-02,311,double,2,Copenhagen,7
2023-07-02,265,double,2,New York,7
2023-07-03,110,single,5,Berlin,7
2023-07-03,135,single,5,Copenhagen,7
2023-07-03,206,single,2,Copenhagen,7
2023-07-03,422,suite,4,New York,7
2023-07-03,161,single,5,Copenhagen,7
2023-07-03,383,double,5,New York,7
2023-07-03,56,single,1,Berlin,7
2023-07-03,227,double,3,Copenhagen,7
2023-07-03,314,single,3,New York,7
2023-07-03,191,single,1,New York,7
2023-07-03,162,single,2,Copenhagen,7
2023-07-03,355,single,4,New York,7
2023-07-03,143,double,5,Berlin,7
2023-07-03,417,suite,5,New York,7
2023-07-03,399,suite,5,New York,7
2023-07-03,510,suite,3,New York,7
2023-07-03,73,single,2,Berlin,7
2023-07-03,460,suite,3,New York,7
2023-07-03,252,single,2,New York,7
2023-07-03,110,single,4,Berlin,7
2023-07-04,212,single,1,New York,7
2023-07-04,272,double,5,New York,7
2023-07-04,93,single,1,Berlin,7
2023-07-04,160,single,5,Copenhagen,7
2023-07-04,410,suite,1,New York,7
2023-07-04,587,suite,5,New York,7
2023-07-04,391,double,2,New York,7
2023-07-04,206,single,5,New York,7
2023-07-04,664,suite,2,New York,7
2023-07-04,270,suite,4,Copenhagen,7
2023-07-04,709,suite,3,New York,7
2023-07-04,224,double,5,Copenhagen,7
2023-07-04,194,double,1,Copenhagen,7
2023-07-04,189,single,2,Copenhagen,7
2023-07-04,65,single,1,Berlin,7
2023-07-04,109,single,4,Berlin,7
2023-07-04,443,double,3,New York,7
2023-07-04,126,double,3,Berlin,7
2023-07-04,186,single,5,Copenhagen,7
2023-07-04,117,single,5,Berlin,7
2023-07-05,115,single,1,Copenhagen,7
2023-07-05,193,single,3,Copenhagen,7
2023-07-05,352,single,1,New York,7
2023-07-05,210,single,5,Copenhagen,7
2023-07-05,68,single,5,Berlin,7
2023-07-05,125,single,1,Berlin,7
2023-07-05,226,single,5,New York,7
2023-07-05,452,suite,1,New York,7
2023-07-05,566,suite,1,New York,7
2023-07-05,368,double,1,New York,7
2023-07-05,231,double,2,Copenhagen,7
2023-07-05,207,single,5,Copenhagen,7
2023-07-05,201,single,5,Copenhagen,7
2023-07-05,713,suite,1,New York,7
2023-07-05,278,single,1,New York,7
2023-07-05,272,single,3,New York,7
2023-07-05,117,single,5,Berlin,7
2023-07-05,188,double,2,Copenhagen,7
2023-07-05,291,single,2,New York,7
2023-07-05,166,double,2,Copenhagen,7
2023-07-06,438,double,3,New York,7
2023-07-06,239,single,2,New York,7
2023-07-06,223,single,1,New York,7
2023-07-06,361,suite,3,New York,7
2023-07-06,225,single,2,New York,7
2023-07-06,331,double,2,New York,7
2023-07-06,364,suite,5,New York,7
2023-07-06,646,suite,5,New York,7
2023-07-06,466,double,1,New York,7
2023-07-06,392,double,5,New York,7
2023-07-06,54,single,3,Berlin,7
2023-07-06,226,double,3,Copenhagen,7
2023-07-06,258,double,3,New York,7
2023-07-06,458,suite,4,New York,7
2023-07-06,325,single,5,New York,7
2023-07-06,383,double,2,New York,7
2023-07-06,274,double,2,Copenhagen,7
2023-07-06,49,single,3,Berlin,7
2023-07-06,515,suite,4,New York,7
2023-07-06,119,single,2,Copenhagen,7
2023-07-07,462,double,4,New York,7
2023-07-07,113,single,3,Berlin,7
2023-07-07,411,suite,3,Copenhagen,7
2023-07-07,156,double,1,Berlin,7
2023-07-07,292,double,3,New York,7
2023-07-07,394,suite,3,Copenhagen,7
2023-07-07,233,single,4,New York,7
2023-07-07,169,double,2,Copenhagen,7
2023-07-07,308,suite,1,Copenhagen,7
2023-07-07,188,single,5,New York,7
2023-07-07,511,suite,5,Copenhagen,7
2023-07-07,99,single,2,Berlin,7
2023-07-07,605,suite,2,New York,7
2023-07-07,329,double,3,New York,7
2023-07-07,118,single,3,Copenhagen,7
2023-07-07,436,suite,3,Copenhagen,7
2023-07-07,46,single,5,Berlin,7
2023-07-07,490,suite,1,Copenhagen,7
2023-07-07,300,suite,5,Berlin,7
2023-07-07,129,double,1,Berlin,7
2023-07-08,273,single,2,New York,7
2023-07-08,433,double,2,New York,7
2023-07-08,269,double,1,New York,7
2023-07-08,189,single,5,New York,7
2023-07-08,285,double,1,New York,7
2023-07-08,262,double,4,Copenhagen,7
2023-07-08,44,single,3,Berlin,7
2023-07-08,207,single,2,Copenhagen,7
2023-07-08,81,single,2,Berlin,7
2023-07-08,444,double,4,New York,7
2023-07-08,173,double,1,Copenhagen,7
2023-07-08,271,single,1,New York,7
2023-07-08,260,double,5,New York,7
2023-07-08,205,single,3,New York,7
2023-07-08,190,double,3,Copenhagen,7
2023-07-08,450,suite,4,Copenhagen,7
2023-07-08,167,single,5,Copenhagen,7
2023-07-08,330,double,2,New York,7
2023-07-08,184,single,3,New York,7
2023-07-08,455,double,3,New York,7
2023-07-09,207,single,3,Copenhagen,7
2023-07-09,391,double,4,New York,7
2023-07-09,213,single,4,Copenhagen,7
2023-07-09,189,single,3,New York,7
2023-07-09,417,double,4,New York,7
2023-07-09,181,single,5,New York,7
2023-07-09,497,suite,5,Copenhagen,7
2023-07-09,350,double,4,New York,7
2023-07-09,187,single,1,Copenhagen,7
2023-07-09,234,single,3,New York,7
2023-07-09,197,single,5,Copenhagen,7
2023-07-09,90,single,2,Berlin,7
2023-07-09,125,single,4,Berlin,7
2023-07-09,286,double,2,Copenhagen,7
2023-07-09,254,single,1,New York,7
2023-07-09,409,double,2,New York,7
2023-07-09,121,single,3,Berlin,7
2023-07-09,383,double,3,New York,7
2023-07-09,439,double,2,New York,7
2023-07-09,314,single,5,New York,7
2023-07-10,115,single,2,Berlin,7
2023-07-10,620,suite,5,New York,7
2023-07-10,198,single,3,New York,7
2023-07-10,249,single,1,New York,7
2023-07-10,270,single,2,New York,7
2023-07-10,415,double,1,New York,7
2023-07-10,656,suite,5,New York,7
2023-07-10,225,single,1,New York,7
2023-07-10,430,double,1,New York,7
2023-07-10,425,double,5,New York,7
2023-07-10,239,single,5,New York,7
2023-07-10,327,single,5,New York,7
2023-07-10,181,single,3,New York,7
2023-07-10,364,suite,4,Copenhagen,7
2023-07-10,284,double,5,New York,7
2023-07-10,232,single,1,New York,7
2023-07-10,200,single,4,New York,7
2023-07-10,323,double,5,Copenhagen,7
2023-07-10,420,double,2,New York,7
2023-07-10,657,suite,1,New York,7
2023-07-11,240,single,2,New York,7
2023-07-11,279,single,3,New York,7
2023-07-11,377,suite,5,New York,7
2023-07-11,171,single,1,Copenhagen,7
2023-07-11,448,suite,5,New York,7
2023-07-11,502,suite,4,New York,7
2023-07-11,378,suite,1,New York,7
2023-07-11,358,suite,3,Copenhagen,7
2023-07-11,338,single,1,New York,7
2023-07-11,207,single,5,Copenhagen,7
2023-07-11,367,double,1,New York,7
2023-07-11,309,double,1,New York,7
2023-07-11,374,double,5,New York,7
2023-07-11,52,single,4,Berlin,7
2023-07-11,254,double,2,Copenhagen,7
2023-07-11,113,single,4,Copenhagen,7
2023-07-11,396,double,4,New York,7
2023-07-11,208,single,5,Copenhagen,7
2023-07-11,317,double,1,Copenhagen,7
2023-07-11,279,suite,2,Copenhagen,7
2023-07-12,321,single,2,New York,7
2023-07-12,210,single,2,Copenhagen,7
2023-07-12,66,single,3,Berlin,7
2023-07-12,252,single,5,New York,7
2023-07-12,286,double,5,New York,7
2023-07-12,538,suite,4,New York,7
2023-07-12,331,double,2,New York,7
2023-07-12,442,suite,4,Copenhagen,7
2023-07-12,486,suite,4,Copenhagen,7
2023-07-12,208,single,1,New York,7
2023-07-12,123,single,4,Berlin,7
2023-07-12,69,single,2,Berlin,7
2023-07-12,182,double,5,Copenhagen,7
2023-07-12,213,double,3,Berlin,7
2023-07-12,303,double,5,Copenhagen,7
2023-07-12,289,single,5,New York,7
2023-07-12,321,single,3,New York,7
2023-07-12,292,single,3,New York,7
2023-07-12,161,single,4,Copenhagen,7
2023-07-12,427,double,5,New York,7
2023-07-13,267,single,2,New York,7
2023-07-13,585,suite,5,New York,7
2023-07-13,282,double,4,New York,7
2023-07-13,364,double,2,New York,7
2023-07-13,71,single,2,Berlin,7
2023-07-13,391,suite,5,New York,7
2023-07-13,171,double,5,Berlin,7
2023-07-13,96,single,2,Berlin,7
2023-07-13,209,single,3,Copenhagen,7
2023-07-13,271,double,3,New York,7
2023-07-13,283,single,5,New York,7
2023-07-13,185,single,2,Copenhagen,7
2023-07-13,309,double,5,New York,7
2023-07-13,267,double,1,Copenhagen,7
2023-07-13,271,double,2,New York,7
2023-07-13,353,suite,4,Copenhagen,7
2023-07-13,157,single,2,Copenhagen,7
2023-07-13,438,double,1,New York,7
2023-07-13,441,double,4,New York,7
2023-07-13,349,single,5,New York,7
2023-07-14,180,double,2,Copenhagen,7
2023-07-14,124,single,5,Berlin,7
2023-07-14,421,double,3,New York,7
2023-07-14,259,double,1,Copenhagen,7
2023-07-14,124,single,1,Copenhagen,7
2023-07-14,568,suite,1,New York,7
2023-07-14,88,double,5,Berlin,7
2023-07-14,216,single,3,New York,7
2023-07-14,77,single,1,Berlin,7
2023-07-14,459,suite,2,Copenhagen,7
2023-07-14,107,single,5,Berlin,7
2023-07-14,128,single,2,Berlin,7
2023-07-14,266,double,2,New York,7
2023-07-14,338,suite,2,Berlin,7
2023-07-14,235,single,2,New York,7
2023-07-14,167,double,5,Copenhagen,7
2023-07-14,61,single,2,Berlin,7
2023-07-14,683,suite,1,New York,7
2023-07-14,645,suite,1,New York,7
2023-07-14,64,single,5,Berlin,7
2023-07-15,115,single,1,Berlin,7
2023-07-15,326,single,1,New York,7
2023-07-15,248,double,2,Copenhagen,7
2023-07-15,276,double,4,New York,7
2023-07-15,209,single,2,New York,7
2023-07-15,268,single,1,New York,7
2023-07-15,195,single,4,Copenhagen,7
2023-07-15,331,double,5,New York,7
2023-07-15,354,single,3,New York,7
2023-07-15,297,double,3,New York,7
2023-07-15,152,double,5,Berlin,7
2023-07-15,179,single,4,Copenhagen,7
2023-07-15,52,single,5,Berlin,7
2023-07-15,448,suite,1,Copenhagen,7
2023-07-15,162,single,4,Copenhagen,7
2023-07-15,45,single,3,Berlin,7
2023-07-15,126,single,1,Copenhagen,7
2023-07-15,105,single,2,Berlin,7
2023-07-15,382,suite,5,New York,7
2023-07-15,203,double,3,Copenhagen,7
2023-07-16,107,single,1,Berlin,7
2023-07-16,191,double,4,Copenhagen,7
2023-07-16,180,suite,5,Berlin,7
2023-07-16,310,suite,4,Copenhagen,7
2023-07-16,315,suite,1,Copenhagen,7
2023-07-16,370,suite,5,Copenhagen,7
2023-07-16,338,single,5,New York,7
2023-07-16,680,suite,3,New York,7
2023-07-16,509,suite,4,New York,7
2023-07-16,179,double,1,Copenhagen,7
2023-07-16,278,single,5,New York,7
2023-07-16,98,double,1,Berlin,7
2023-07-16,351,single,3,New York,7
2023-07-16,261,double,5,Copenhagen,7
2023-07-16,501,suite,4,New York,7
2023-07-16,117,single,4,Berlin,7
2023-07-16,463,double,4,New York,7
2023-07-16,309,double,2,New York,7
2023-07-16,292,single,2,New York,7
2023-07-16,387,double,1,New York,7
2023-07-17,410,double,1,New York,7
2023-07-17,323,single,1,New York,7
2023-07-17,280,single,1,New York,7
2023-07-17,616,suite,5,New York,7
2023-07-17,206,single,2,Copenhagen,7
2023-07-17,189,single,4,Copenhagen,7
2023-07-17,506,suite,2,Copenhagen,7
2023-07-17,239,double,1,Copenhagen,7
2023-07-17,273,single,5,New York,7
2023-07-17,206,double,5,Berlin,7
2023-07-17,57,single,2,Berlin,7
2023-07-17,313,double,4,New York,7
2023-07-17,290,single,5,New York,7
2023-07-17,353,single,2,New York,7
2023-07-17,303,suite,2,Berlin,7
2023-07-17,250,single,3,New York,7
2023-07-17,188,double,4,Berlin,7
2023-07-17,466,suite,4,New York,7
2023-07-17,253,single,1,New York,7
2023-07-17,188,single,3,New York,7
2023-07-18,178,single,3,New York,7
2023-07-18,220,double,3,Copenhagen,7
2023-07-18,199,single,1,Copenhagen,7
2023-07-18,372,double,1,New York,7
2023-07-18,182,double,2,Berlin,7
2023-07-18,59,single,1,Berlin,7
2023-07-18,501,suite,1,Copenhagen,7
2023-07-18,67,single,4,Berlin,7
2023-07-18,329,double,3,Copenhagen,7
2023-07-18,296,double,5,New York,7
2023-07-18,59,single,4,Berlin,7
2023-07-18,197,single,4,Copenhagen,7
2023-07-18,470,double,2,New York,7
2023-07-18,126,single,1,Berlin,7
2023-07-18,246,double,1,New York,7
2023-07-18,118,single,1,Berlin,7
2023-07-18,220,single,1,Copenhagen,7
2023-07-18,237,double,2,New York,7
2023-07-18,82,single,3,Berlin,7
2023-07-18,215,single,5,New York,7
2023-07-19,63,single,5,Berlin,7
2023-07-19,360,double,3,New York,7
2023-07-19,280,suite,5,Copenhagen,7
2023-07-19,229,double,2,Copenhagen,7
2023-07-19,116,single,4,Berlin,7
2023-07-19,339,single,1,New York,7
2023-07-19,126,single,1,Berlin,7
2023-07-19,440,double,4,New York,7
2023-07-19,47,single,3,Berlin,7
2023-07-19,399,double,3,New York,7
2023-07-19,152,single,1,Copenhagen,7
2023-07-19,229,single,2,New York,7
2023-07-19,153,single,5,Copenhagen,7
2023-07-19,597,suite,1,New York,7
2023-07-19,81,single,3,Berlin,7
2023-07-19,93,single,3,Berlin,7
2023-07-19,177,single,5,New York,7
2023-07-19,85,single,5,Berlin,7
2023-07-19,200,double,2,Copenhagen,7
2023-07-19,209,double,3,Berlin,7
2023-07-20,417,double,5,New York,7
2023-07-20,611,suite,2,New York,7
2023-07-20,408,double,5,New York,7
2023-07-20,214,single,3,Copenhagen,7
2023-07-20,208,single,1,Copenhagen,7
2023-07-20,123,single,3,Copenhagen,7
2023-07-20,54,single,1,Berlin,7
2023-07-20,99,single,2,Berlin,7
2023-07-20,285,single,4,New York,7
2023-07-20,225,single,1,New York,7
2023-07-20,308,single,3,New York,7
2023-07-20,230,single,1,New York,7
2023-07-20,301,double,3,New York,7
2023-07-20,419,double,2,New York,7
2023-07-20,301,single,1,New York,7
2023-07-20,95,single,2,Berlin,7
2023-07-20,317,double,1,New York,7
2023-07-20,499,suite,5,New York,7
2023-07-20,407,suite,2,New York,7
2023-07-20,281,single,3,New York,7
2023-07-21,240,single,1,New York,7
2023-07-21,630,suite,1,New York,7
2023-07-21,52,single,5,Berlin,7
2023-07-21,281,double,1,New York,7
2023-07-21,339,single,4,New York,7
2023-07-21,185,single,4,Copenhagen,7
2023-07-21,188,suite,4,Berlin,7
2023-07-21,201,single,3,Copenhagen,7
2023-07-21,490,suite,1,Copenhagen,7
2023-07-21,253,double,1,New York,7
2023-07-21,69,single,3,Berlin,7
2023-07-21,398,double,4,New York,7
2023-07-21,414,double,5,New York,7
2023-07-21,46,single,1,Berlin,7
2023-07-21,235,double,4,New York,7
2023-07-21,183,single,1,New York,7
2023-07-21,156,double,3,Berlin,7
2023-07-21,410,double,1,New York,7
2023-07-21,293,double,1,New York,7
2023-07-21,155,single,2,Copenhagen,7
2023-07-22,69,single,4,Berlin,7
2023-07-22,232,single,2,New York,7
2023-07-22,401,suite,5,New York,7
2023-07-22,386,suite,3,New York,7
2023-07-22,158,single,4,Copenhagen,7
2023-07-22,401,suite,3,Copenhagen,7
2023-07-22,553,suite,1,New York,7
2023-07-22,176,double,2,Copenhagen,7
2023-07-22,197,double,3,Copenhagen,7
2023-07-22,205,single,5,Copenhagen,7
2023-07-22,101,single,1,Berlin,7
2023-07-22,342,suite,2,Berlin,7
2023-07-22,101,single,1,Berlin,7
2023-07-22,276,double,4,Copenhagen,7
2023-07-22,215,single,2,Copenhagen,7
2023-07-22,243,double,5,New York,7
2023-07-22,289,double,4,New York,7
2023-07-22,328,single,1,New York,7
2023-07-22,133,single,2,Copenhagen,7
2023-07-22,96,single,3,Berlin,7
2023-07-23,108,single,3,Berlin,7
2023-07-23,340,double,3,New York,7
2023-07-23,656,suite,4,New York,7
2023-07-23,279,single,3,New York,7
2023-07-23,142,double,4,Berlin,7
2023-07-23,122,single,2,Berlin,7
2023-07-23,380,double,5,New York,7
2023-07-23,143,double,4,Berlin,7
2023-07-23,234,single,2,New York,7
2023-07-23,58,single,5,Berlin,7
2023-07-23,110,single,4,Berlin,7
2023-07-23,128,single,4,Copenhagen,7
2023-07-23,427,double,3,New York,7
2023-07-23,50,single,2,Berlin,7
2023-07-23,515,suite,4,New York,7
2023-07-23,79,single,3,Berlin,7
2023-07-23,228,double,4,Copenhagen,7
2023-07-23,180,single,2,New York,7
2023-07-23,444,suite,3,Copenhagen,7
2023-07-23,216,single,2,New York,7
2023-07-24,397,double,5,New York,7
2023-07-24,225,single,5,New York,7
2023-07-24,155,single,3,Copenhagen,7
2023-07-24,370,suite,3,Copenhagen,7
2023-07-24,347,double,3,New York,7
2023-07-24,236,double,3,Copenhagen,7
2023-07-24,291,double,1,New York,7
2023-07-24,124,single,2,Berlin,7
2023-07-24,126,single,5,Copenhagen,7
2023-07-24,164,double,1,Berlin,7
2023-07-24,214,single,3,Copenhagen,7
2023-07-24,70,single,1,Berlin,7
2023-07-24,50,single,3,Berlin,7
2023-07-24,183,single,1,Copenhagen,7
2023-07-24,530,suite,2,Copenhagen,7
2023-07-24,59,single,5,Berlin,7
2023-07-24,199,single,5,New York,7
2023-07-24,349,single,2,New York,7
2023-07-24,269,single,1,New York,7
2023-07-24,396,suite,1,Copenhagen,7
2023-07-25,559,suite,2,New York,7
2023-07-25,260,double,5,New York,7
2023-07-25,191,double,5,Copenhagen,7
2023-07-25,178,single,5,New York,7
2023-07-25,126,single,2,Berlin,7
2023-07-25,185,single,2,Copenhagen,7
2023-07-25,382,suite,1,New York,7
2023-07-25,177,suite,4,Berlin,7
2023-07-25,200,suite,4,Berlin,7
2023-07-25,193,single,5,Copenhagen,7
2023-07-25,120,single,1,Berlin,7
2023-07-25,124,double,4,Berlin,7
2023-07-25,146,single,1,Copenhagen,7
2023-07-25,661,suite,2,New York,7
2023-07-25,273,double,4,New York,7
2023-07-25,257,single,4,New York,7
2023-07-25,316,double,5,Copenhagen,7
2023-07-25,323,single,3,New York,7
2023-07-25,147,single,2,Copenhagen,7
2023-07-25,320,double,2,New York,7
2023-07-26,226,double,1,Copenhagen,7
2023-07-26,227,suite,5,Berlin,7
2023-07-26,155,single,2,Copenhagen,7
2023-07-26,216,single,3,New York,7
2023-07-26,221,single,4,New York,7
2023-07-26,259,single,4,New York,7
2023-07-26,113,single,5,Berlin,7
2023-07-26,227,single,2,Copenhagen,7
2023-07-26,473,suite,3,New York,7
2023-07-26,340,single,5,New York,7
2023-07-26,511,suite,3,Copenhagen,7
2023-07-26,402,double,2,New York,7
2023-07-26,329,double,1,Copenhagen,7
2023-07-26,242,double,1,New York,7
2023-07-26,156,single,2,Copenhagen,7
2023-07-26,404,suite,1,New York,7
2023-07-26,446,double,4,New York,7
2023-07-26,254,double,5,New York,7
2023-07-26,322,single,4,New York,7
2023-07-26,269,single,5,New York,7
2023-07-27,122,single,5,Berlin,7
2023-07-27,209,double,1,Berlin,7
2023-07-27,378,double,3,New York,7
2023-07-27,453,suite,2,Copenhagen,7
2023-07-27,129,single,5,Copenhagen,7
2023-07-27,363,double,3,New York,7
2023-07-27,205,single,1,Copenhagen,7
2023-07-27,191,single,1,New York,7
2023-07-27,129,single,3,Copenhagen,7
2023-07-27,289,single,1,New York,7
2023-07-27,303,single,1,New York,7
2023-07-27,263,double,3,New York,7
2023-07-27,116,single,5,Copenhagen,7
2023-07-27,85,single,5,Berlin,7
2023-07-27,50,single,4,Berlin,7
2023-07-27,129,single,1,Copenhagen,7
2023-07-27,221,single,1,Copenhagen,7
2023-07-27,293,single,1,New York,7
2023-07-27,510,suite,1,New York,7
2023-07-27,458,double,3,New York,7
2023-07-28,59,single,4,Berlin,7
2023-07-28,386,suite,3,New York,7
2023-07-28,250,single,1,New York,7
2023-07-28,156,single,3,Copenhagen,7
2023-07-28,49,single,4,Berlin,7
2023-07-28,531,suite,1,New York,7
2023-07-28,107,double,1,Berlin,7
2023-07-28,461,double,1,New York,7
2023-07-28,343,double,5,New York,7
2023-07-28,444,double,3,New York,7
2023-07-28,175,single,4,Copenhagen,7
2023-07-28,311,double,5,New York,7
2023-07-28,206,single,5,Copenhagen,7
2023-07-28,263,single,2,New York,7
2023-07-28,213,single,1,Copenhagen,7
2023-07-28,484,suite,2,New York,7
2023-07-28,197,single,4,Copenhagen,7
2023-07-28,325,single,1,New York,7
2023-07-28,314,suite,4,Copenhagen,7
2023-07-28,58,single,5,Berlin,7
2023-07-29,341,double,5,Copenhagen,7
2023-07-29,435,double,3,New York,7
2023-07-29,400,suite,2,New York,7
2023-07-29,322,single,4,New York,7
2023-07-29,292,single,4,New York,7
2023-07-29,198,suite,4,Berlin,7
2023-07-29,48,single,1,Berlin,7
2023-07-29,175,double,4,Copenhagen,7
2023-07-29,137,single,3,Copenhagen,7
2023-07-29,343,single,2,New York,7
2023-07-29,313,suite,4,Berlin,7
2023-07-29,106,single,3,Berlin,7
2023-07-29,249,single,2,New York,7
2023-07-29,239,single,2,New York,7
2023-07-29,192,single,4,Copenhagen,7
2023-07-29,224,single,2,New York,7
2023-07-29,298,double,2,New York,7
2023-07-29,167,single,3,Copenhagen,7
2023-07-29,317,suite,5,Berlin,7
2023-07-29,149,single,4,Copenhagen,7
2023-07-30,311,suite,5,Copenhagen,7
2023-07-30,216,single,1,Copenhagen,7
2023-07-30,332,double,1,Copenhagen,7
2023-07-30,244,suite,1,Berlin,7
2023-07-30,87,single,4,Berlin,7
2023-07-30,324,double,3,New York,7
2023-07-30,542,suite,4,Copenhagen,7
2023-07-30,120,single,4,Berlin,7
2023-07-30,52,single,1,Berlin,7
2023-07-30,189,single,2,New York,7
2023-07-30,79,single,3,Berlin,7
2023-07-30,254,double,3,Copenhagen,7
2023-07-30,380,double,4,New York,7
2023-07-30,337,single,5,New York,7
2023-07-30,295,single,4,New York,7
2023-07-30,338,single,4,New York,7
2023-07-30,206,single,1,New York,7
2023-07-30,436,double,4,New York,7
2023-07-30,196,double,2,Copenhagen,7
2023-07-30,366,double,4,New York,7
2023-07-31,53,single,2,Berlin,7
2023-07-31,269,single,4,New York,7
2023-07-31,180,single,1,Copenhagen,7
2023-07-31,212,double,1,Berlin,7
2023-07-31,179,single,1,Copenhagen,7
2023-07-31,180,single,4,New York,7
2023-07-31,236,double,5,New York,7
2023-07-31,334,single,1,New York,7
2023-07-31,191,single,1,New York,7
2023-07-31,189,double,1,Berlin,7
2023-07-31,202,single,1,New York,7
2023-07-31,201,suite,5,Berlin,7
2023-07-31,201,double,4,Berlin,7
2023-07-31,219,single,4,Copenhagen,7
2023-07-31,211,single,1,New York,7
